code,name,theme,brief,tags,yahooSymbol
2791,"Daikokutenbussan Co., Ltd.",-,-,-,2791.T
2792,"Honeys Holdings Co., Ltd.",-,-,-,2792.T
2795,Nippon Primex Inc.,-,-,-,2795.T
2796,Pharmarise Holdings Corp.,医薬,製薬/創薬,-,2796.T
2798,Y's Table Corporation,-,-,-,2798.T
2801,Kikkoman Corporation,食品,加工/飲料,食品,2801.T
2802,"Ajinomoto Co., Inc.",食品/飲料,食品/飲料,-|食品|飲料,2802.T
2804,"Bull-Dog Sauce Co., Ltd.",-,-,-,2804.T
2805,S & B Foods Inc.,食品,加工/飲料,食品,2805.T
2806,Yutaka Foods Corporation,食品,加工/飲料,食品,2806.T
2809,Kewpie Corporation,食品/飲料,食品/飲料,-|食品|飲料,2809.T
2810,House Foods Group Inc.,食品,加工/飲料,食品,2810.T
2811,"Kagome Co., Ltd.",-,-,-,2811.T
2813,"Wakou Shokuhin Co., Ltd.",-,-,-,2813.T
2814,"Sato Foods Industries Co., Ltd.",食品,加工/飲料,食品,2814.T
2815,"Ariake Japan Co., Ltd.",-,-,-,2815.T
2816,"Daisho Co., Ltd.",-,-,-,2816.T
2818,Pietro Co. Ltd.,-,-,-,2818.T
2819,Ebara Foods Industry Inc.,食品,加工/飲料,食品,2819.T
2820,Yamami Co.,-,-,-,2820.T
2830,Aohata Corporation,-,-,-,2830.T
2831,Hagoromo Foods Corporation,食品,加工/飲料,食品,2831.T
2871,Nichirei Corporation,-,-,-,2871.T
2872,"Seihyo Co., Ltd.",-,-,-,2872.T
2874,"Yokorei Co., Ltd.",-,-,-,2874.T
2875,Toyo Suisan Kaisha Ltd.,-,-,-,2875.T
2876,Delsole Corp.,-,-,-,2876.T
2877,Nittobest Corp.,itサービス,ソフト/クラウド,it,2877.T
2882,"EAT&Holdings Co., Ltd.",-,-,-,2882.T
2883,Dairei Co. Ltd.,-,-,-,2883.T
2884,Yoshimura Food Holdings K.K.,食品,加工/飲料,食品,2884.T
2892,"Nihon Shokuhin Kako Co., Ltd.",-,-,-,2892.T
2894,"Ishii Food Co., Ltd.",食品,加工/飲料,食品,2894.T
2897,"Nissin Foods Holdings Co., Ltd.",食品,加工/飲料,食品,2897.T
2901,Weil-Dish Inc.,-,-,-,2901.T
2903,"Shinobu Foods Products Co., Ltd.",自動車,完成車/関連,自動車,2903.T
2904,"Ichimasa Kamaboko Co., Ltd.",-,-,-,2904.T
2907,"Ahjikan Co., Ltd.",-,-,-,2907.T
2908,"Fujicco Co., Ltd.",-,-,-,2908.T
2910,"Rock Field Co., Ltd.",-,-,-,2910.T
2911,Asahimatsu Foods Co. Ltd.,食品,加工/飲料,食品,2911.T
2914,Japan Tobacco Inc.,-,-,-,2914.T
2915,"Kenko Mayonnaise Co., Ltd.",-,-,-,2915.T
2916,"Semba Tohka Industries Co., Ltd.",-,-,-,2916.T
2917,"Ohmoriya Co., Ltd.",-,-,-,2917.T
2918,"Warabeya Nichiyo Holdings Co., Ltd.",-,-,-,2918.T
2919,MARUTAI CO LTD,-,-,-,2919.T
2922,"Natori Co., Ltd.",-,-,-,2922.T
2923,"Sato Foods Co., Ltd.",食品,加工/飲料,食品,2923.T
2924,"Ifuji Sangyo Co., Ltd.",-,-,-,2924.T
2925,Pickles Corporation,-,-,-,2925.T
2926,Shinozakiya Inc.,自動車,完成車/関連,自動車,2926.T
2927,"Afc-HD AMS Life Science Co., Ltd.",保険,損保/生保,-|保険,2927.T
2928,Rizap Group Inc.,-,-,-,2928.T
2929,"Pharma Foods International Co., Ltd.",医薬,製薬/創薬,-,2929.T
2930,Kitanotatsujin Corp.,itサービス,ソフト/クラウド,it,2930.T
2931,"Euglena Co., Ltd.",-,-,-,2931.T
2932,STI Foods Holdings Inc.,食品,加工/飲料,食品,2932.T
2933,Kibun Foods Inc.,食品,加工/飲料,食品,2933.T
2934,"J Frontier Co., Ltd.",-,-,-,2934.T
2935,"Pickles Holdings Co., Ltd.",-,-,-,2935.T
2936,Base Food Inc.,食品,加工/飲料,食品,2936.T
2937,"St Cousair Co., Ltd.",-,-,-,2937.T
2938,"Okamura Foods Co., Ltd.",食品,加工/飲料,食品,2938.T
2961,Nitcho Corp.,itサービス,ソフト/クラウド,it,2961.T
2962,Tecnisco Ltd.,-,-,-,2962.T
2970,"Good Life Co., Inc.",保険,損保/生保,-|保険,2970.T
2971,Escon Japan REIT Investment Corporation,不動産,デベロッパー/reit,不動産,2971.T
2972,Sankei Real Estate Inc.,不動産,デベロッパー/reit,不動産,2972.T
2974,DAIEISANGYO CO LTD,-,-,-,2974.T
2975,"Star Mica Holdings Co., Ltd.",-,-,-,2975.T
2976,"Nippon Grande Co., Ltd.",-,-,-,2976.T
2978,Tsukuruba Inc.,-,-,-,2978.T
2979,Sosila Logistics REIT Inc.,不動産,デベロッパー/reit,不動産,2979.T
2980,SRE Holdings Corp.,-,-,-,2980.T
2981,Landix Inc.,-,-,-,2981.T
2982,"Ad Works Group Co., Ltd.",ネットサービス,プラットフォーム/広告,it,2982.T
2983,Arr Planner Co. Ltd.,-,-,-,2983.T
2984,"Yamaichi Uniheim Real Estate Co., Ltd.",不動産,デベロッパー/reit,不動産,2984.T
2986,LA Holdings Co. Ltd.,-,-,-,2986.T
2989,Tokaido Reit Inc.,不動産,デベロッパー/reit,不動産,2989.T
2990,"Aida Sekkei Co., Ltd.",-,-,-,2990.T
2991,Landnet Inc.,-,-,-,2991.T
2993,Choei Inc.,-,-,-,2993.T
2995,J-Rex Corporation,-,-,-,2995.T
2997,"Storage Oh Co., Ltd.",-,-,-,2997.T
2998,Creal Inc.,-,-,-,2998.T
2999,"Home Position Co., Ltd.",itサービス,ソフト/クラウド,it,2999.T
3001,"Katakura Industries Co., Ltd.",-,-,-,3001.T
3002,Gunze Limited,itサービス,ソフト/クラウド,it,3002.T
3003,"Hulic Co., Ltd.",-,-,-,3003.T
3004,Shinyei Kaisha,-,-,-,3004.T
3010,"Polaris Holdings Co., Ltd.",-,-,-,3010.T
3011,Banners Co. Ltd.,-,-,-,3011.T
3020,Applied Company Ltd.,-,-,-,3020.T
3021,"Pacific Net Co., Ltd.",-,-,-,3021.T
3023,Rasa Corporation,-,-,-,3023.T
3024,Create Corp,-,-,-,3024.T
3028,Alpen Co. Ltd.,-,-,-,3028.T
3030,Hub Co. Ltd.,-,-,-,3030.T
3031,Raccoon Holdings Inc.,-,-,-,3031.T
3034,"Qol Holdings Co., Ltd.",-,-,-,3034.T
3035,KTK Inc.,-,-,-,3035.T
3036,Alconix Corporation,-,-,-,3036.T
3038,"Kobe Bussan Co., Ltd.",-,-,-,3038.T
3040,Soliton Systems K.K.,itサービス,ソフト/クラウド,it,3040.T
3041,"Beauty Kadan Holdings Co., Ltd.",ネットサービス,プラットフォーム/広告,it,3041.T
3042,Secuavail Inc.,-,-,-,3042.T
3045,Kawasaki & Co. Ltd.,-,-,-,3045.T
3046,Jins Holdings Inc.,-,-,-,3046.T
3047,TRUCK-ONE CO,-,-,-,3047.T
3048,Bic Camera Inc.,小売,小売/量販,-|小売,3048.T
3050,"Dcm Holdings Co., Ltd.",-,-,-,3050.T
3053,"Pepper Food Service Co., Ltd.",食品,加工/飲料,食品,3053.T
3054,Hyper Inc.,-,-,-,3054.T
3055,"Hokuyaku Takeyama Holdings Co., Ltd.",-,-,-,3055.T
3058,Sanyodo Holdings Inc.,-,-,-,3058.T
3059,Hiraki Co. Ltd.,-,-,-,3059.T
3063,"J-Group Holdings, Inc.",-,-,-,3063.T
3064,"Monotaro Co., Ltd.",-,-,-,3064.T
3065,Life Foods Co. Ltd.,食品,加工/飲料,食品,3065.T
3067,"Tokyo Ichiban Foods Co., Ltd.",食品,加工/飲料,食品,3067.T
3068,WDI Corporation,-,-,-,3068.T
3069,JFLA Holdings Inc.,-,-,-,3069.T
3070,"Jelly Beans Group Co., Ltd.",-,-,-,3070.T
3071,Stream Co. Ltd.,-,-,-,3071.T
3073,"DD Group Co., Ltd.",-,-,-,3073.T
3075,"Choushimaru Co., Ltd.",-,-,-,3075.T
3076,Ai Holdings Corporation,-,-,-,3076.T
3077,"Horiifoodservice Co., Ltd.",食品,加工/飲料,食品,3077.T
3079,DVX Inc.,-,-,-,3079.T
3080,Jason Co. Ltd.,-,-,-,3080.T
3082,"Kichiri Holdings & Co., Ltd.",-,-,-,3082.T
3083,"Star Seeds Co., Ltd.",-,-,-,3083.T
3086,"J. Front Retailing Co., Ltd.",小売,消費/専門店,消費,3086.T
3087,"Doutor Nichires Holdings Co., Ltd.",-,-,-,3087.T
3088,Matsukiyococokara & Co.,-,-,-,3088.T
3089,"Techno Alpha Co., Ltd.",-,-,-,3089.T
3091,Bronco Billy Co. Ltd.,-,-,-,3091.T
3092,"Zozo, Inc.",小売,消費/専門店,消費,3092.T
3093,"Treasure Factory Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,3093.T
3094,"Super Value Co., Ltd.",-,-,-,3094.T
3096,Ocean System Corp,itサービス,ソフト/クラウド,it,3096.T
3097,Monogatari Corp.,-,-,-,3097.T
3099,Isetan Mitsukoshi Holdings Ltd.,itサービス,ソフト/クラウド,it,3099.T
3101,"Toyobo Co., Ltd.",-,-,-,3101.T
3103,Unitika Ltd.,itサービス,ソフト/クラウド,it,3103.T
3104,Fujibo Holdings Inc.,-,-,-,3104.T
3105,Nisshinbo Holdings Inc.,-,-,-,3105.T
3106,Kurabo Industries Ltd.,-,-,-,3106.T
3107,"Daiwabo Holdings Co., Ltd.",-,-,-,3107.T
3109,Shikibo Ltd.,-,-,-,3109.T
3110,"Nitto Boseki Co., Ltd.",itサービス,ソフト/クラウド,it,3110.T
3111,"Omikenshi Co., Ltd.",-,-,-,3111.T
3113,Univa Oak Holdings Ltd.,-,-,-,3113.T
3116,Toyota Boshoku Corporation,自動車,完成車/関連,自動車,3116.T
3121,"MBK Co., Ltd.",-,-,-,3121.T
3123,Saibo Co. Ltd.,-,-,-,3123.T
3131,Shinden Hightex Corporation,-,-,-,3131.T
3132,Macnica Holdings Inc.,-,-,-,3132.T
3133,"Kaihan Co., Ltd.",-,-,-,3133.T
3134,Hamee Corp.,-,-,-,3134.T
3135,"MarketEnterprise Co., Ltd.",-,-,-,3135.T
3136,"Econos Co., Ltd.",-,-,-,3136.T
3137,"Fundely Co., Ltd.",-,-,-,3137.T
3138,Fujisan Magazine Service Co. Ltd.,-,-,-,3138.T
3139,"Lacto Japan Co., Ltd.",-,-,-,3139.T
3140,Bruno Inc.,-,-,-,3140.T
3141,"Welcia Holdings Co., Ltd.",-,-,-,3141.T
3143,O'Will Corporation,-,-,-,3143.T
3148,"Create SD Holdings Co., Ltd.",-,-,-,3148.T
3150,"Gremz, Inc.",-,-,-,3150.T
3151,Vital KSK Holdings Inc.,itサービス,ソフト/クラウド,it,3151.T
3153,"Yashima Denki Co., Ltd.",-,-,-,3153.T
3154,"Medius Holdings Co., Ltd.",-,-,-,3154.T
3156,Restar Corp.,-,-,-,3156.T
3157,Geolive Group Corp,-,-,-,3157.T
3159,"Maruzen CHI Holdings Co., Ltd.",-,-,-,3159.T
3160,"Oomitsu Co., Ltd.",itサービス,ソフト/クラウド,it,3160.T
3161,Azearth Corporation,-,-,-,3161.T
3166,"Ochi Holdings Co., Ltd.",-,-,-,3166.T
3167,Tokai Holdings Corp,-,-,-,3167.T
3168,Merf Inc.,-,-,-,3168.T
3169,"Misawa & Co., Ltd.",-,-,-,3169.T
3172,"Tea Life Co., Ltd.",保険,損保/生保,-|保険,3172.T
3173,"Cominix Co., Ltd.",-,-,-,3173.T
3174,"Happiness and D Co., Ltd.",-,-,-,3174.T
3175,"Ap Holdings Co., Ltd.",-,-,-,3175.T
3176,"Sanyo Trading Co., Ltd.",ネットサービス,プラットフォーム/広告,it,3176.T
3177,Arigatou Services Co. Ltd.,-,-,-,3177.T
3178,Chimney Co. Ltd.,-,-,-,3178.T
3179,"Syuppin Co., Ltd.",-,-,-,3179.T
3180,Beauty Garage Inc.,-,-,-,3180.T
3181,"Kaitori Okoku Co., Ltd.",itサービス,ソフト/クラウド,it,3181.T
3182,Oisix Ra Daichi Inc.,-,-,-,3182.T
3183,"Win-Partners Co., Ltd.",-,-,-,3183.T
3184,International Conglomerate Distributions Inc.,-,-,-,3184.T
3185,"Dream Vision Co., Ltd.",-,-,-,3185.T
3186,"Nextage Co., Ltd.",-,-,-,3186.T
3187,Miratap Inc.,-,-,-,3187.T
3189,Anaplan Inc.,航空,運輸/エアライン,-,3189.T
3190,Hotman Co. Ltd.,-,-,-,3190.T
3191,"Joyful Honda Co., Ltd.",自動車,完成車/関連,自動車,3191.T
3192,"Shirohato Co., Ltd.",-,-,-,3192.T
3193,Eternal Hospitality Group Co. Ltd.,itサービス,ソフト/クラウド,it,3193.T
3195,"Generation Pass Co., Ltd.",-,-,-,3195.T
3196,"Hotland Co., Ltd.",-,-,-,3196.T
3197,"Skylark Holdings Co., Ltd.",-,-,-,3197.T
3198,"SFP Holdings Co., Ltd.",-,-,-,3198.T
3199,"Watahan & Co., Ltd.",-,-,-,3199.T
3201,"Japan Wool Textile Co., Ltd.",-,-,-,3201.T
3202,"Daitobo Co., Ltd.",itサービス,ソフト/クラウド,it,3202.T
3204,Toabo Corp.,-,-,-,3204.T
3205,Daidoh Ltd.,-,-,-,3205.T
3221,"Yossix Holdings Co., Ltd.",-,-,-,3221.T
3222,United Super Markets Holding Inc.,itサービス,ソフト/クラウド,it,3222.T
3223,Sld Entertainment Inc.,ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,3223.T
3224,General Oyster Inc.,-,-,-,3224.T
3226,Nippon Accommodations Fund Inc.,-,-,-,3226.T
3231,"Nomura Real Estate Holdings, Inc.",証券,ネット証券/大手,-,3231.T
3232,Mie Kotsu Group Holdings Inc.,-,-,-,3232.T
3234,Mori Hills Reit Investment Corporation,不動産,デベロッパー/reit,不動産,3234.T
3236,Properst Co. Ltd.,-,-,-,3236.T
3237,"Intrance Co., Ltd.",-,-,-,3237.T
3238,"Central General Development Co., Ltd.",不動産,不動産/デベロッパー,-|不動産,3238.T
3241,Will Co. Ltd.,-,-,-,3241.T
3242,"Urbanet Corporation Co., Ltd.",-,-,-,3242.T
3245,"Dear Life Co., Ltd.",保険,損保/生保,-|保険,3245.T
3246,"Kose R.E. Co., Ltd.",-,-,-,3246.T
3248,Early Age Co. Ltd.,-,-,-,3248.T
3249,Industrial & Infrastructure Fund Investment Corporation,機械/産業,産業機械/装置,-|機械|産業,3249.T
3252,"Jinushi Co., Ltd.",-,-,-,3252.T
3261,Grandes Inc.,-,-,-,3261.T
3266,"Fund Creation Group Co., Ltd.",-,-,-,3266.T
3267,Phil Company,-,-,-,3267.T
3269,Advance Residence Investment Corporation,ネットサービス,プラットフォーム/広告,it,3269.T
3271,Global Ltd.,-,-,-,3271.T
3276,Japan Property Management Center Co. Ltd.,航空,運輸/エアライン,-,3276.T
3277,"Sansei Landic Co., Ltd.",化学,素材/化学,-|化学|素材,3277.T
3279,Activia Properties Inc.,-,-,-,3279.T
3280,Strust Co. Ltd.,-,-,-,3280.T
3281,GLP J-REIT,不動産,デベロッパー/reit,不動産,3281.T
3282,"Comforia Residential REIT, Inc.",不動産,デベロッパー/reit,不動産,3282.T
3283,Nippon Prologis REIT Inc.,不動産,デベロッパー/reit,不動産,3283.T
3284,"Hoosiers Holdings Co., Ltd.",-,-,-,3284.T
3286,Trust Holdings Inc.,-,-,-,3286.T
3287,Hoshino Resorts REIT Inc.,自動車,完成車/関連,自動車,3287.T
3288,"Open House Group Co., Ltd.",-,-,-,3288.T
3289,Tokyu Fudosan Holdings Corporation,不動産,不動産/デベロッパー,-|不動産,3289.T
3290,One REIT Inc.,不動産,デベロッパー/reit,不動産,3290.T
3291,"Iida Group Holdings Co., Ltd.",-,-,-,3291.T
3292,Aeon Reit Investment Corporation,小売,消費/専門店,消費,3292.T
3293,"Azuma House Co., Ltd.",-,-,-,3293.T
3294,"E'Grand Co., Ltd.",-,-,-,3294.T
3295,"Hulic Reit, Inc.",不動産,デベロッパー/reit,不動産,3295.T
3296,Nippon REIT Investment Corporation,不動産,デベロッパー/reit,不動産,3296.T
3297,"Toubujyuhan Co., Ltd.",-,-,-,3297.T
3299,"Mugen Estate Co., Ltd.",不動産,不動産/デベロッパー,-|不動産,3299.T
3300,"Ambition DX Holdings Co., Ltd.",itサービス,ソフト/クラウド,it,3300.T
3302,"Teikoku Sen-I Co., Ltd.",-,-,-,3302.T
3306,"Nihon Seima Co., Ltd.",-,-,-,3306.T
3309,"Sekisui House Reit, Inc.",不動産,デベロッパー/reit,不動産,3309.T
3315,Nippon Coke & Engineering Co. Ltd.,建設,建設/エンジニアリング,-|建設,3315.T
3317,Flying Garden Co. Ltd.,-,-,-,3317.T
3319,Golf Digest Online Inc.,ネットサービス,プラットフォーム/広告,it,3319.T
3320,Cross Plus Inc.,-,-,-,3320.T
3321,"Mitachi Co., Ltd.",itサービス,ソフト/クラウド,it,3321.T
3323,"Recomm Co., Ltd.",-,-,-,3323.T
3326,"Runsystem Co., Ltd.",itサービス,ソフト/クラウド,it,3326.T
3328,Beenos Inc.,-,-,-,3328.T
3329,"Towa Food Service Co., Ltd.",食品,加工/飲料,食品,3329.T
3333,"Asahi Co., Ltd.",-,-,-,3333.T
3341,"Nihon Chouzai Co., Ltd.",-,-,-,3341.T
3347,"Trust Co., Ltd.",-,-,-,3347.T
3349,Cosmos Pharmaceutical Corp.,医薬,製薬/創薬,-,3349.T
3350,Metaplanet Inc.,-,-,-,3350.T
3352,Buffalo Co. Ltd.,-,-,-,3352.T
3353,"Medical Ikkou Group Co., Ltd.",化学,素材/化学,-|化学|素材,3353.T
3355,Kuriyama Holdings Corp.,-,-,-,3355.T
3356,"Terilogy Co., Ltd.",-,-,-,3356.T
3358,"Y.S. Food Co., Ltd.",食品,加工/飲料,食品,3358.T
3359,"Cotta Co., Ltd.",-,-,-,3359.T
3360,Ship Healthcare Holdings Inc.,-,-,-,3360.T
3361,"Toell Co., Ltd.",-,-,-,3361.T
3370,"Fujita Corporation Co., Ltd.",itサービス,ソフト/クラウド,it,3370.T
3371,Softcreate Holdings Corp.,-,-,-,3371.T
3372,"Kanmonkai Co., Ltd.",-,-,-,3372.T
3374,Naigai Tec Corporation,-,-,-,3374.T
3375,Zoa Corporation,-,-,-,3375.T
3377,"Bike O & Co., Ltd.",-,-,-,3377.T
3382,"Seven & I Holdings Co., Ltd.",小売,消費/専門店,消費,3382.T
3386,"Cosmo Bio Co., Ltd.",医薬,医薬/バイオ,-|医薬,3386.T
3387,Create Restaurants Holdings Inc.,-,-,-,3387.T
3388,"Meiji Electric Industries Co., Ltd.",電機,エレクトロニクス,電機,3388.T
3390,"INEST, Inc.",-,-,-,3390.T
3391,Tsuruha Holdings Inc.,ドラッグストア,ドラッグ/調剤,-|ドラッグ|小売,3391.T
3392,Delica Foods Holdings Co. Ltd.,食品,加工/飲料,食品,3392.T
3393,Startia Holdings Inc.,-,-,-,3393.T
3395,"Saint Marc Holdings Co., Ltd.",-,-,-,3395.T
3396,Felissimo Corporation,-,-,-,3396.T
3397,Toridoll Holdings Corporation,-,-,-,3397.T
3399,Maruchiyo Yamaokaya Corp.,-,-,-,3399.T
3401,Teijin Ltd.,化学,素材/化学,-,3401.T
3402,"Toray Industries, Inc.",化学,素材/化学,-,3402.T
3405,"Kuraray Co., Ltd.",化学,素材/化学,-|化学|素材,3405.T
3407,Asahi Kasei Corporation,化学,素材/化学,-,3407.T
3409,Kitani Spinning Co. Ltd.,itサービス,ソフト/クラウド,it,3409.T
3415,"Tokyo Base Co., Ltd.",-,-,-,3415.T
3416,Pixta Inc.,-,-,-,3416.T
3417,"Ohki Healthcare Holdings Co., Ltd.",-,-,-,3417.T
3418,"Balnibarbi Co., Ltd.",-,-,-,3418.T
3420,KFC Ltd.,-,-,-,3420.T
3421,"Inaba Seisakusho Co., Ltd.",-,-,-,3421.T
3422,"J-Max Co., Ltd.",-,-,-,3422.T
3423,Se Corp,-,-,-,3423.T
3426,"Atom Livin Tech Co., Ltd.",-,-,-,3426.T
3431,Miyaji Engineering Group Inc.,建設,建設/エンジニアリング,-|建設,3431.T
3433,"Tocalo Co., Ltd.",-,-,-,3433.T
3434,Alpha Corp,-,-,-,3434.T
3435,"Sanko Techno Co., Ltd.",-,-,-,3435.T
3436,Sumco Corporation,半導体関連,装置/検査/材料,半導体 装置,3436.T
3437,"Tokuden Co., Ltd.",-,-,-,3437.T
3439,Mitsuchi Corporation,itサービス,ソフト/クラウド,it,3439.T
3440,"Nisso Pronity Co., Ltd.",itサービス,ソフト/クラウド,it,3440.T
3441,"Sanno Co., Ltd.",-,-,-,3441.T
3443,Kawada Technologies Inc.,ネットサービス,プラットフォーム/広告,it,3443.T
3444,Kikuchi Seisakusho Ltd.,-,-,-,3444.T
3445,"RS Technologies Co., Ltd.",-,-,-,3445.T
3446,Jtec Corporation,-,-,-,3446.T
3447,Shinwa Co. Ltd.,-,-,-,3447.T
3449,Technoflex Corporation,-,-,-,3449.T
3451,Tosei REIT Investment Corporation,不動産,デベロッパー/reit,不動産,3451.T
3452,"B-Lot Co., Ltd.",-,-,-,3452.T
3454,First Brothers Co. Ltd.,-,-,-,3454.T
3455,Healthcare & Medical Investment Corporation,化学,素材/化学,-|化学|素材,3455.T
3457,"&Do Holdings Co., Ltd.",-,-,-,3457.T
3459,Samty Residential Investment Corporation,金融,証券/運用,-|証券|金融,3459.T
3461,Palma Co. Ltd.,-,-,-,3461.T
3462,Nomura Real Estate Master Fund,証券,ネット証券/大手,-,3462.T
3463,Ichigo Hotel REIT Investment Corporation,不動産,デベロッパー/reit,不動産,3463.T
3465,"Ki-Star Real Estate Co., Ltd.",不動産,デベロッパー/reit,不動産,3465.T
3466,Lasalle Logiport Real Estate Investment Trust,不動産,デベロッパー/reit,不動産,3466.T
3467,Agratio Urban Design Inc.,-,-,-,3467.T
3468,Star Asia Investment Corporation,金融,証券/運用,-|証券|金融,3468.T
3469,"Dualtap Co., Ltd.",-,-,-,3469.T
3470,"Marimo Regional Revitalization REIT, Inc.",不動産,デベロッパー/reit,不動産,3470.T
3471,Mitsui Fudosan Logistics Park Inc.,不動産,デベロッパー/reit,不動産,3471.T
3472,Nippon Hotel & Residential Investment Corporation,金融,証券/運用,-|証券|金融,3472.T
3474,G-Factory Co. Ltd.,機械/産業,産業機械/装置,-|機械|産業,3474.T
3475,Good Com Asset Co. Ltd.,金融,証券/運用,-|証券|金融,3475.T
3476,Mirai Corporation,-,-,-,3476.T
3477,"Forlife Co., Ltd.",保険,損保/生保,-|保険,3477.T
3479,TKP Corporation,-,-,-,3479.T
3480,"JSB Co., Ltd.",-,-,-,3480.T
3481,Mitsubishi Estate Logistics REIT Inc.,不動産,デベロッパー/reit,不動産,3481.T
3482,Loadstar Capital K.K.,itサービス,ソフト/クラウド,it,3482.T
3484,Innovation Holdings Co. Ltd.,-,-,-,3484.T
3486,Global Link Management Inc.,航空,運輸/エアライン,-,3486.T
3487,Cre Logistics REIT Inc.,不動産,デベロッパー/reit,不動産,3487.T
3488,Xymax Reit Investment Corporation,不動産,デベロッパー/reit,不動産,3488.T
3489,"Faithnetwork Co., Ltd.",itサービス,ソフト/クラウド,it,3489.T
3490,"Azplanning Co., Ltd.",-,-,-,3490.T
3491,"GATechnologies Co., Ltd.",-,-,-,3491.T
3492,Takara Leben Real Estate Investment Corporation,不動産,デベロッパー/reit,不動産,3492.T
3494,Mullion Co. Ltd.,-,-,-,3494.T
3495,"Koryo Jyuhan Co., Ltd.",-,-,-,3495.T
3496,"Azoom Co., Ltd.",-,-,-,3496.T
3497,Letech Corporation,-,-,-,3497.T
3498,"Kasumigaseki Capital Co., Ltd.",エネルギー,原油/ガス/電力,エネルギー,3498.T
3501,"Suminoe Co., Ltd.",-,-,-,3501.T
3512,"Nippon Felt Co., Ltd.",-,-,-,3512.T
3513,"Ichikawa Co., Ltd.",-,-,-,3513.T
3521,Econach Holdings Co. Ltd.,-,-,-,3521.T
3524,"Nitto Seimo Co., Ltd.",itサービス,ソフト/クラウド,it,3524.T
3526,"Ashimori Industry Co., Ltd.",-,-,-,3526.T
3529,"Atsugi Co., Ltd.",ドラッグストア,ドラッグ/調剤,-|ドラッグ|小売,3529.T
3536,"Axas Holdings Co., Ltd.",-,-,-,3536.T
3537,"Shoei Yakuhin Co., Ltd.",医薬,製薬/創薬,-,3537.T
3538,Willplus Holdings Corp.,-,-,-,3538.T
3539,Jm Holdings Co. Ltd.,-,-,-,3539.T
3540,Ci Medical Co. Ltd.,化学,素材/化学,-|化学|素材,3540.T
3541,Nousouken Corp.,-,-,-,3541.T
3542,"Vega Corporation Co., Ltd.",-,-,-,3542.T
3543,"Komeda Holdings Co., Ltd.",-,-,-,3543.T
3544,"Satudora Holdings Co., Ltd.",-,-,-,3544.T
3546,Alleanza Holdings Co. Ltd.,-,-,-,3546.T
3547,Kushikatsu Tanaka Holdings Co. Ltd.,航空,運輸/エアライン,-,3547.T
3548,Baroque Japan Limited,itサービス,ソフト/クラウド,it,3548.T
3549,"Kusuri No Aoki Holdings Co., Ltd.",-,-,-,3549.T
3550,"Studio Atao Co., Ltd.",-,-,-,3550.T
3551,Dynic Corporation,-,-,-,3551.T
3553,"Kyowa Leather Cloth Co., Ltd.",-,-,-,3553.T
3556,Renet Japan Group Inc.,-,-,-,3556.T
3557,"United & Collective Co., Ltd.",itサービス,ソフト/クラウド,it,3557.T
3558,Jade Group Inc.,ネットサービス,プラットフォーム/広告,it,3558.T
3559,P-BanCom Corp.,-,-,-,3559.T
3560,Hobonichi Co. Ltd.,-,-,-,3560.T
3561,"Chikaranomoto Holdings Co., Ltd.",-,-,-,3561.T
3562,No.1 Co. Ltd.,-,-,-,3562.T
3563,Food & Life Companies Ltd.,食品,加工/飲料,食品,3563.T
3565,Ascentech KK,-,-,-,3565.T
3566,"Uniform Next Co., Ltd.",-,-,-,3566.T
3569,"Seiren Co., Ltd.",-,-,-,3569.T
3571,"Soto Co., Ltd.",-,-,-,3571.T
3577,Tokai Senko K.K.,-,-,-,3577.T
3580,"Komatsu Matere Co., Ltd.",機械,fa/ロボット/産機,-,3580.T
3583,Aubex Corp.,化学,素材/化学,-|化学|素材,3583.T
3591,Wacoal Holdings Corp.,鉱業,資源/鉱山,-|資源|鉱業,3591.T
3593,"Hogy Medical Co., Ltd.",化学,素材/化学,-|化学|素材,3593.T
3597,"Jichodo Co., Ltd.",-,-,-,3597.T
3598,"Yamaki Co., Ltd.",-,-,-,3598.T
3600,Fujix Ltd.,-,-,-,3600.T
3607,"Kuraudia Holdings Co., Ltd.",-,-,-,3607.T
3608,"Tsi Holdings Co., Ltd.",-,-,-,3608.T
3611,Matsuoka Corporation,-,-,-,3611.T
3612,"World Co., Ltd.",-,-,-,3612.T
3622,Netyear Group Corporation,-,-,-,3622.T
3623,Billing System Corporation,itサービス,ソフト/クラウド,it,3623.T
3624,Axel Mark Inc.,-,-,-,3624.T
3625,Techfirm Holdings Inc.,-,-,-,3625.T
3626,TIS Inc.,-,-,-,3626.T
3627,Tekmira Pharmaceuticals Corporation,医薬,製薬/創薬,-,3627.T
3628,"Data Horizon Co., Ltd.",-,-,-,3628.T
3632,Gree Holdings Inc.,-,-,-,3632.T
3633,Gmo Pepabo Inc.,ネットサービス,プラットフォーム/広告,it,3633.T
3634,Sockets Inc.,-,-,-,3634.T
3635,"Koei Tecmo Holdings Co., Ltd.",-,-,-,3635.T
