code,name,theme,brief,tags,yahooSymbol
3686,Dle Inc.,-,-,-,3686.T
3687,Fixstars Corporation,-,-,-,3687.T
3688,Carta Holdings Inc.,-,-,-,3688.T
3690,Yrglm Inc.,-,-,-,3690.T
3691,Digital Plus Inc.,itサービス,ソフト/クラウド,it,3691.T
3692,Ffri Security Inc.,itサービス,ソフト/クラウド,it,3692.T
3694,Optim Corp,-,-,-,3694.T
3695,GMO Research & AI Inc.,ネットサービス,プラットフォーム/広告,it,3695.T
3696,Ceres Inc.,-,-,-,3696.T
3697,Shift Inc.,-,-,-,3697.T
3698,"CRI Middleware Co., Ltd.",-,-,-,3698.T
3708,"Tokushu Tokai Paper Co., Ltd.",紙・パルプ,製紙/パルプ,-|紙パ|素材,3708.T
3710,"Jorudan Co., Ltd.",-,-,-,3710.T
3712,Information Planning Co. Ltd.,IT/インターネット,IT/ソフトウェア,-|IT|インターネット,3712.T
3719,"Gexeed Co., Ltd.",-,-,-,3719.T
3723,Nihon Falcom Corporation,-,-,-,3723.T
3726,"4CS Holdings Co., Ltd.",-,-,-,3726.T
3727,Aplix Corporation,-,-,-,3727.T
3733,Software Service Inc.,itサービス,ソフト/クラウド,it,3733.T
3741,Systems Engineering Consultants Co. Ltd.,itサービス,ソフト/クラウド,it,3741.T
3744,Sios Corporation,-,-,-,3744.T
3747,"Intertrade Co., Ltd.",ネットサービス,プラットフォーム/広告,it,3747.T
3750,"Cytori Cell Research Institute Co., Ltd.",itサービス,ソフト/クラウド,it,3750.T
3753,Flight Solutions Inc.,IT/インターネット,IT/ソフトウェア,-|IT,3753.T
3758,Aeria Inc.,-,-,-,3758.T
3760,"Cave Interactive Co., Ltd.",-,-,-,3760.T
3762,Techmatrix Corporation,-,-,-,3762.T
3763,Pro-Ship Inc.,-,-,-,3763.T
3765,"GungHo Online Entertainment, Inc.",ネットサービス,プラットフォーム/広告,it,3765.T
3766,"Systems Design Co., Ltd.",itサービス,ソフト/クラウド,it,3766.T
3768,Riskmonster.com Inc.,-,-,-,3768.T
3769,GMO Payment Gateway Inc.,ネットサービス,プラットフォーム/広告,it,3769.T
3770,Zappallas Inc.,-,-,-,3770.T
3771,"System Research Co., Ltd.",itサービス,ソフト/クラウド,it,3771.T
3772,Wealth Management Inc.,航空,運輸/エアライン,-,3772.T
3773,Advanced Media Inc.,ネットサービス,プラットフォーム/広告,it,3773.T
3774,Internet Initiative Japan Inc.,itサービス,ソフト/クラウド,it,3774.T
3776,Broadband Tower Inc.,ネットサービス,プラットフォーム/広告,it,3776.T
3777,Environment Friendly Holding Company,鉄鋼,鉄鋼/素材,-|鉄鋼,3777.T
3778,Sakura Internet Inc.,ネットサービス,プラットフォーム/広告,it,3778.T
3779,J Escom Holdings Inc.,-,-,-,3779.T
3787,"Techno Mathematical Co., Ltd.",-,-,-,3787.T
3788,GMO GlobalSign Holdings K.K.,ネットサービス,プラットフォーム/広告,it,3788.T
3791,Igport Inc.,インフラ,港湾/物流,-|インフラ|物流,3791.T
3793,"Drecom Co., Ltd.",-,-,-,3793.T
3796,"E-Seikatsu Co., Ltd.",-,-,-,3796.T
3798,Uls Group Inc.,-,-,-,3798.T
3799,Keyware Solutions Inc.,IT/インターネット,IT/ソフトウェア,-|IT,3799.T
3800,Unirita Inc.,itサービス,ソフト/クラウド,it,3800.T
3802,"Ecomic Co., Ltd.",-,-,-,3802.T
3803,Image Information Systems Ltd.,itサービス,ソフト/クラウド,it,3803.T
3804,System D Inc.,itサービス,ソフト/クラウド,it,3804.T
3807,Fisco Ltd.,-,-,-,3807.T
3810,CyberStep Inc.,-,-,-,3810.T
3814,"Alphax Food System Co., Ltd.",食品,加工/飲料,食品,3814.T
3815,Media Kobo Inc.,ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,3815.T
3816,Daiwa Computer Co. Ltd.,-,-,-,3816.T
3817,SRA Holdings Inc.,-,-,-,3817.T
3823,The Why How Do Company Inc.,-,-,-,3823.T
3824,MEDIA FIVE CO.,ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,3824.T
3825,Remixpoint Inc.,-,-,-,3825.T
3826,System Integrator Corp.,itサービス,ソフト/クラウド,it,3826.T
3834,Asahi Net Inc.,-,-,-,3834.T
3835,"Ebase Co., Ltd.",-,-,-,3835.T
3836,Avant Group Corporation,-,-,-,3836.T
3837,Ad-Sol Nissin Corporation,食品,加工/飲料,食品,3837.T
3839,"Odk Solutions Co., Ltd.",IT/インターネット,IT/ソフトウェア,-|IT,3839.T
3840,Path Corporation,-,-,-,3840.T
3841,Jedat Inc.,-,-,-,3841.T
3842,Nextgen Inc.,-,-,-,3842.T
3843,"FreeBit Co., Ltd.",itサービス,ソフト/クラウド,it,3843.T
3844,Comture Corporation,-,-,-,3844.T
3845,I-Freek Mobile Inc.,通信,通信サービス,-|通信,3845.T
3847,Pacific Systems Corp.,itサービス,ソフト/クラウド,it,3847.T
3848,"Data Applications Co., Ltd.",-,-,-,3848.T
3849,Nippon Techno Lab Inc.,-,-,-,3849.T
3850,NTT Data Intramart Corporation,通信,キャリア/通信,-,3850.T
3851,Nippon Ichi Software Inc.,itサービス,ソフト/クラウド,it,3851.T
3853,Asteria Corp,-,-,-,3853.T
3854,Illumina Inc.,-,-,-,3854.T
3856,Abalance Corporation,-,-,-,3856.T
3858,Ubiquitous AI Corp.,itサービス,ソフト/クラウド,it,3858.T
3861,Oji Holdings Corporation,紙・パルプ,製紙/パルプ,-|紙パ|素材,3861.T
3863,"Nippon Paper Industries Co., Ltd.",紙・パルプ,製紙/パルプ,-|紙パ|素材,3863.T
3864,Mitsubishi Paper Mills Ltd.,itサービス,ソフト/クラウド,it,3864.T
3865,Hokuetsu Corporation,-,-,-,3865.T
3877,"Chuetsu Pulp & Paper Co., Ltd.",紙・パルプ,製紙/パルプ,-|紙パ|素材,3877.T
3878,Tomoe River Corporation,-,-,-,3878.T
3880,Daio Paper Corporation,紙・パルプ,製紙/パルプ,-|紙パ|素材,3880.T
3891,Nippon Kodoshi Corporation,-,-,-,3891.T
3892,"Okayama Paper Industries Co., Ltd.",紙・パルプ,製紙/パルプ,-|紙パ|素材,3892.T
3895,Havix Corp.,-,-,-,3895.T
3896,"AWA Paper & Technological Co., Ltd.",紙・パルプ,製紙/パルプ,-|紙パ|素材,3896.T
3900,CrowdWorks Inc.,-,-,-,3900.T
3901,"MarkLines Co., Ltd.",ネットサービス,プラットフォーム/広告,it,3901.T
3902,"Medical Data Vision Co., Ltd.",化学,素材/化学,-|化学|素材,3902.T
3903,Gumi Inc.,-,-,-,3903.T
3904,Kayac Inc.,-,-,-,3904.T
3905,Datasection Inc.,-,-,-,3905.T
3907,Silicon Studio Corporation,-,-,-,3907.T
3908,Collabos Corp.,-,-,-,3908.T
3909,Showcase Inc.,-,-,-,3909.T
3910,Mksystem Corporation,itサービス,ソフト/クラウド,it,3910.T
3911,Aiming Inc.,-,-,-,3911.T
3912,Mobile Factory Inc.,機械/産業,産業機械/装置,-|機械|産業,3912.T
3913,Greenbee Inc.,-,-,-,3913.T
3914,Jig-Saw Inc.,-,-,-,3914.T
3915,"Terrasky Co., Ltd.",-,-,-,3915.T
3916,Digital Information Technologies Corporation,itサービス,ソフト/クラウド,it,3916.T
3917,Iridge Inc.,-,-,-,3917.T
3918,Pci Holdings Inc.,-,-,-,3918.T
3920,Internetworking Broadband Co.,ネットサービス,プラットフォーム/広告,it,3920.T
3921,Neojapan Inc.,-,-,-,3921.T
3922,Pr Times Corp.,-,-,-,3922.T
3923,"Rakus Co., Ltd.",-,-,-,3923.T
3924,"R&D Computer Co., Ltd.",-,-,-,3924.T
3925,Double Standard Inc.,-,-,-,3925.T
3926,Open Door Inc.,-,-,-,3926.T
3927,Fuva Brain Ltd.,-,-,-,3927.T
3928,Mynet Inc.,-,-,-,3928.T
3929,"Socialwire Co., Ltd.",-,-,-,3929.T
3930,"Hatena Co., Ltd.",-,-,-,3930.T
3931,Value Golf Inc.,-,-,-,3931.T
3932,Akatsuki Inc.,-,-,-,3932.T
3933,"Chieru Co., Ltd.",-,-,-,3933.T
3934,"Benefit Japan Co., Ltd.",itサービス,ソフト/クラウド,it,3934.T
3935,"Edia Co., Ltd.",-,-,-,3935.T
3936,Globalway Inc.,-,-,-,3936.T
3937,Ubicom Holdings Inc.,-,-,-,3937.T
3939,"Kanamic Network Co., Ltd.",航空,運輸/エアライン,-,3939.T
3940,"Nomura System Corporation Co., Ltd.",証券,ネット証券/大手,-,3940.T
3941,"Rengo Co., Ltd.",-,-,-,3941.T
3943,"Ohishi Sangyo Co., Ltd.",-,-,-,3943.T
3944,"Furubayashi Shiko Co., Ltd.",-,-,-,3944.T
3945,"Superbag Co., Ltd.",-,-,-,3945.T
3946,"Tomoku Co., Ltd.",-,-,-,3946.T
3947,"Dynapac Co., Ltd.",-,-,-,3947.T
3948,"Hikari Business Form Co., Ltd.",-,-,-,3948.T
3950,Pack Corporation,-,-,-,3950.T
3951,"Asahi Printing Co., Ltd.",印刷,印刷/パッケージ,-|パッケージ|印刷,3951.T
3953,"Ohmura Shigyo Co., Ltd.",-,-,-,3953.T
3954,Showa Paxxs Corporation,-,-,-,3954.T
3955,"Imura & Co., Ltd.",-,-,-,3955.T
3958,"Sasatoku Printing Co., Ltd.",印刷,印刷/パッケージ,-|パッケージ|印刷,3958.T
3961,"Silver Egg Technology Co., Ltd.",鉱業,資源/鉱山,-|資源|鉱業,3961.T
3962,Change Holdings Inc.,-,-,-,3962.T
3963,"Synchro Food Co., Ltd.",食品,加工/飲料,食品,3963.T
3964,Aucnet Inc.,-,-,-,3964.T
3965,Capital Asset Planning Inc.,itサービス,ソフト/クラウド,it,3965.T
3967,"Eltes Co., Ltd.",-,-,-,3967.T
3968,"Segue Group Co., Ltd.",-,-,-,3968.T
3969,Atled Corp,-,-,-,3969.T
3970,Innovation Inc.,-,-,-,3970.T
3974,Scat Inc.,-,-,-,3974.T
3976,Shanon Inc.,-,-,-,3976.T
3977,Fusion Corp.,-,-,-,3977.T
3979,"Uluru Co., Ltd.",-,-,-,3979.T
3981,Beaglee Inc.,-,-,-,3981.T
3983,"Oro Co., Ltd.",-,-,-,3983.T
3984,User Local Inc.,-,-,-,3984.T
3985,Temona Inc.,-,-,-,3985.T
3986,Bbreak Systems Co. Ltd.,itサービス,ソフト/クラウド,it,3986.T
3987,Ecomott Inc.,-,-,-,3987.T
3988,"Sys Holdings Co., Ltd.",-,-,-,3988.T
3989,Sharingtechnology Inc.,-,-,-,3989.T
3991,"Wantedly, Inc.",-,-,-,3991.T
3992,Needs Well Inc.,-,-,-,3992.T
3993,Pksha Technology Inc.,-,-,-,3993.T
3994,Money Forward Inc.,itサービス,ソフト/クラウド,it,3994.T
3996,Signpost Corp,-,-,-,3996.T
3997,"Trade Works Co., Ltd.",ネットサービス,プラットフォーム/広告,it,3997.T
3998,"Surala Net Co., Ltd.",-,-,-,3998.T
3999,KnowledgeSuite Inc.,itサービス,ソフト/クラウド,it,3999.T
4004,Resonac Holdings Corporation,金融,銀行/メガバンク,金融,4004.T
4005,"Sumitomo Chemical Co., Ltd.",化学,素材/化学,-,4005.T
4008,"Sumitomo Seika Chemicals Co., Ltd.",化学,素材/化学,-,4008.T
4011,"Headwaters Co., Ltd.",ネットサービス,プラットフォーム/広告,it,4011.T
4012,Axis Co. Ltd.,-,-,-,4012.T
4013,"Kinjiro Co., Ltd.",-,-,-,4013.T
4014,Karadanote Inc.,ネットサービス,プラットフォーム/広告,it,4014.T
4015,Paycloud Holdings Inc.,itサービス,ソフト/クラウド,it,4015.T
4016,"Mit Holdings Co., Ltd.",itサービス,ソフト/クラウド,it,4016.T
4017,Creema Ltd.,-,-,-,4017.T
4018,GEOLOCATION TECHNOLOGY INC,-,-,-,4018.T
4019,Stmn Inc.,-,-,-,4019.T
4020,Betrend Corp,-,-,-,4020.T
4021,Nissan Chemical Corporation,自動車,完成車/関連,自動車,4021.T
4022,Rasa Industries Ltd.,-,-,-,4022.T
4023,Kureha Corporation,-,-,-,4023.T
4025,Taki Chemical Co. Ltd.,化学,素材/化学,-,4025.T
4026,"Konoshima Chemical Co., Ltd.",化学,素材/化学,-,4026.T
4027,Tayca Corporation,-,-,-,4027.T
4028,"Ishihara Sangyo Kaisha, Ltd.",-,-,-,4028.T
4031,Katakura & Co-op Agri Corp,-,-,-,4031.T
4040,"Nankai Chemical Co., Ltd.",化学,素材/化学,-,4040.T
4041,"Nippon Soda Co., Ltd.",-,-,-,4041.T
4042,Tosoh Corporation,-,-,-,4042.T
4043,Tokuyama Corporation,化学,素材/化学,-|化学|素材,4043.T
4044,"Central Glass Co., Ltd.",素材/ガラス/セラミック,ガラス/セラミック,-|ガラス|セラミック|素材,4044.T
4045,"Toagosei Co., Ltd.",-,-,-,4045.T
4046,"Osaka Soda Co., Ltd.",-,-,-,4046.T
4047,"Kanto Denka Kogyo Co., Ltd.",化学,素材/化学,-,4047.T
4051,GMO Financial Gate Inc.,ネットサービス,プラットフォーム/広告,it,4051.T
4052,Ficha Inc.,-,-,-,4052.T
4053,Sun Inc.,-,-,-,4053.T
4054,"Japan PropTech Co., Ltd.",-,-,-,4054.T
4055,T&S Group Inc.,-,-,-,4055.T
4056,Neural Group Inc.,-,-,-,4056.T
4057,Interfactory Inc.,機械/産業,産業機械/装置,-|機械|産業,4057.T
4058,Toyokumo Inc.,-,-,-,4058.T
4059,Magmag Inc.,-,-,-,4059.T
4060,Rakumo Inc.,-,-,-,4060.T
4061,"Denka Co., Ltd.",化学,素材/化学,-,4061.T
4062,"Ibiden Co., Ltd.",-,-,-,4062.T
4063,Shin-Etsu Chemical Co. Ltd.,半導体関連,装置/検査/材料,半導体 装置,4063.T
4064,"Nippon Carbide Industries Co., Inc.",-,-,-,4064.T
4068,Basis Corporation,-,-,-,4068.T
4069,Bluememe Inc.,-,-,-,4069.T
4071,Plus Alpha Consulting Co. Ltd.,-,-,-,4071.T
4072,"Densan System Holdings Co., Ltd.",itサービス,ソフト/クラウド,it,4072.T
4073,Global Communication Planning Co. Ltd.,通信,通信サービス,-|通信,4073.T
4074,Lakeel Inc.,-,-,-,4074.T
4075,Brains Technology Inc.,-,-,-,4075.T
4076,"CNS Co., Ltd.",-,-,-,4076.T
4078,"Sakai Chemical Industry Co., Ltd.",化学,素材/化学,-,4078.T
4080,Tanaka Chemical Corporation,化学,素材/化学,-,4080.T
4082,Daiichi Kigenso Kagaku Kogyo Co. Ltd.,-,-,-,4082.T
4088,Air Water Inc.,水道,水道/公共,-|公共,4088.T
4091,Nippon Sanso Holdings Corporation,-,-,-,4091.T
4092,Nippon Chemical Industrial Co. Ltd.,化学,素材/化学,-,4092.T
4093,"Toho Acetylene Co., Ltd.",商社,総合商社,-,4093.T
4094,"Nihon Kagaku Sangyo Co., Ltd.",-,-,-,4094.T
4095,"Nihon Parkerizing Co., Ltd.",-,-,-,4095.T
4097,Koatsu Gas Kogyo Co. Ltd.,エネルギー,原油/ガス/電力,エネルギー,4097.T
4098,Titan Kogyo Ltd.,itサービス,ソフト/クラウド,it,4098.T
4099,Shikoku Kasei Holdings Corporation,-,-,-,4099.T
4100,Toda Kogyo Corp.,建設,ゼネコン/建設,-|ゼネコン|建設,4100.T
4102,"Maruo Calcium Co., Ltd.",-,-,-,4102.T
4107,Ise Chemicals Corporation,化学,素材/化学,-,4107.T
4109,Stella Chemifa Corporation,-,-,-,4109.T
4112,"Hodogaya Chemical Co., Ltd.",化学,素材/化学,-,4112.T
4113,"Taoka Chemical Co., Ltd.",化学,素材/化学,-,4113.T
4114,"Nippon Shokubai Co., Ltd.",-,-,-,4114.T
4116,"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",化学,素材/化学,-,4116.T
4118,Kaneka Corporation,-,-,-,4118.T
4119,"Nippon Pigment Holdings Co., Ltd.",-,-,-,4119.T
4120,"Sugai Chemical Industry Co., Ltd.",化学,素材/化学,-,4120.T
4124,Osaka Yuka Industry Ltd.,-,-,-,4124.T
4125,Sanwayuka Industry Corp.,-,-,-,4125.T
4151,"Kyowa Kirin Co., Ltd.",医薬,製薬/創薬,-,4151.T
4165,Plaid Inc.,-,-,-,4165.T
4166,Cacco Inc.,-,-,-,4166.T
4167,Kokopelli Inc.,-,-,-,4167.T
4168,Yappli Inc.,-,-,-,4168.T
4169,Enechange Ltd.,電機,エレクトロニクス,電機,4169.T
4170,Kaizen Platform Inc.,IT/インターネット,IT/ソフトウェア,-|IT|インターネット,4170.T
4171,Global Information Inc.,IT/インターネット,IT/ソフトウェア,-|IT|インターネット,4171.T
4172,"Towa Hi System Co., Ltd.",itサービス,ソフト/クラウド,it,4172.T
4174,Appirits Inc.,itサービス,ソフト/クラウド,it,4174.T
4175,Coly Inc.,-,-,-,4175.T
4176,Coconala Inc.,-,-,-,4176.T
4177,I-Plug Inc.,-,-,-,4177.T
4178,Sharing Innovations Inc.,-,-,-,4178.T
4179,G-Next Inc.,-,-,-,4179.T
4180,Appier Group Inc.,-,-,-,4180.T
4182,"Mitsubishi Gas Chemical Company, Inc.",化学,素材/化学,-,4182.T
4183,"Mitsui Chemicals, Inc.",化学,素材/化学,-,4183.T
4186,"Tokyo Ohka Kogyo Co., Ltd.",-,-,-,4186.T
4187,Osaka Organic Chemical Industry Ltd.,化学,素材/化学,-,4187.T
4188,Mitsubishi Chemical Group Corporation,化学,素材/化学,-,4188.T
4189,"KH Neochem Co., Ltd.",-,-,-,4189.T
4192,SpiderPlus & Co.,-,-,-,4192.T
4193,Fabrica Holdings Co. Ltd.,-,-,-,4193.T
4194,Visional Inc.,-,-,-,4194.T
4196,Neo Marketing Inc.,-,-,-,4196.T
4197,"Asmarq Co., Ltd.",-,-,-,4197.T
4198,"Tenda Co., Ltd.",-,-,-,4198.T
4199,Wonderplanet Inc.,-,-,-,4199.T
4202,Daicel Corporation,-,-,-,4202.T
4203,"Sumitomo Bakelite Co., Ltd.",itサービス,ソフト/クラウド,it,4203.T
4204,"Sekisui Chemical Co., Ltd.",化学,素材/化学,-,4204.T
4205,Zeon Corporation,-,-,-,4205.T
4206,"Aica Kogyo Co., Ltd.",-,-,-,4206.T
4208,Ube Corporation,化学,素材/化学,-|化学|素材,4208.T
4212,Sekisui Jushi Corporation,-,-,-,4212.T
4216,Asahi Yukizai Corporation,-,-,-,4216.T
4218,"Nichiban Co., Ltd.",-,-,-,4218.T
4220,Riken Technos Corporation,-,-,-,4220.T
4221,"Okura Industrial Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,4221.T
4222,"Kodama Chemical Industry Co., Ltd.",化学,素材/化学,-,4222.T
4224,Lonseal Corporation,-,-,-,4224.T
4228,"Sekisui Kasei Co., Ltd.",-,-,-,4228.T
4229,"Gun Ei Chemical Industry Co., Ltd.",化学,素材/化学,-,4229.T
4231,Tigers Polymer Corporation,-,-,-,4231.T
4234,"Sun A. Kaken Co., Ltd.",-,-,-,4234.T
4235,"Ultrafabrics Holdings Co., Ltd.",-,-,-,4235.T
4237,Fujipream Corporation,-,-,-,4237.T
4238,"Miraial Co., Ltd.",-,-,-,4238.T
4240,Cluster Technology Co. Ltd.,-,-,-,4240.T
4241,Atect Corporation,-,-,-,4241.T
4242,Takagi Seiko Corporation,印刷,印刷/パッケージ,-|パッケージ|印刷,4242.T
4243,Nix Inc.,-,-,-,4243.T
4245,"Daiki Axis Co., Ltd.",-,-,-,4245.T
4246,DaikyoNishikawa Corporation,-,-,-,4246.T
4247,"Poval Kogyo Co., Ltd.",-,-,-,4247.T
4248,"Takemoto Yohki Co., Ltd.",-,-,-,4248.T
4249,"Moriroku Holdings Co., Ltd.",-,-,-,4249.T
4250,FRONTIER INC,-,-,-,4250.T
4251,Keiwa Inc.,-,-,-,4251.T
4255,Thecoo Inc.,-,-,-,4255.T
4256,Cynd Co. Ltd.,-,-,-,4256.T
4258,Amiya Corporation,-,-,-,4258.T
4259,ExaWizards Inc.,-,-,-,4259.T
4260,"Hybrid Technologies Co., Ltd.",-,-,-,4260.T
4261,"Asia Quest Co., Ltd.",-,-,-,4261.T
4262,Nifty Lifestyle Co. Ltd.,保険,損保/生保,-|保険,4262.T
4263,Susmed Inc.,-,-,-,4263.T
4264,Secure Inc.,-,-,-,4264.T
4265,Institution for a Global Society Corporation,itサービス,ソフト/クラウド,it,4265.T
4270,Beex Inc.,-,-,-,4270.T
4272,"Nippon Kayaku Co., Ltd.",-,-,-,4272.T
4274,"Hosoya Pyro-Engineering Co., Ltd.",建設,建設/エンジニアリング,-|建設,4274.T
4275,"Carlit Holdings Co., Ltd.",itサービス,ソフト/クラウド,it,4275.T
4284,"Solxyz Co., Ltd.",-,-,-,4284.T
4286,Cl Holdings Inc.,-,-,-,4286.T
4287,Justplanning Inc.,-,-,-,4287.T
4288,Asgent Inc.,-,-,-,4288.T
4290,Prestige International Inc.,-,-,-,4290.T
4293,"Septeni Holdings Co., Ltd.",-,-,-,4293.T
4299,Himacs Ltd.,-,-,-,4299.T
4301,Amuse Inc.,-,-,-,4301.T
4307,"Nomura Research Institute, Ltd.",証券,ネット証券/大手,-,4307.T
4308,J-Stream Inc.,-,-,-,4308.T
4310,Dream Incubator Inc.,-,-,-,4310.T
4316,Bemap Inc.,-,-,-,4316.T
4317,Ray Corporation,-,-,-,4317.T
4318,Quick Co. Ltd.,-,-,-,4318.T
4319,Tac Co. Ltd.,-,-,-,4319.T
4320,"CE Holdings Co., Ltd.",-,-,-,4320.T
4323,"Japan System Techniques Co., Ltd.",itサービス,ソフト/クラウド,it,4323.T
4324,Dentsu Group Inc.,-,-,-,4324.T
4326,Intage Holdings Inc.,-,-,-,4326.T
4331,"Take and Give Needs Co., Ltd.",-,-,-,4331.T
4333,"Toho System Science Co., Ltd.",商社,総合商社,-,4333.T
4334,"Yuke's Co., Ltd.",-,-,-,4334.T
4335,IPS Co. Ltd.,-,-,-,4335.T
4337,Pia Corporation,-,-,-,4337.T
4341,Seiryo Electric Corporation,電機,エレクトロニクス,電機,4341.T
4343,"Aeon Fantasy Co., Ltd.",小売,消費/専門店,消費,4343.T
4344,Sourcenext Corporation,-,-,-,4344.T
4345,"CTS Co., Ltd.",-,-,-,4345.T
4346,Nexyz Group Corp.,-,-,-,4346.T
4347,Broadmedia Corporation,ネットサービス,プラットフォーム/広告,it,4347.T
4350,"Medical System Network Co., Ltd.",itサービス,ソフト/クラウド,it,4350.T
4351,"Yamada Servicer Synthetic Co., Ltd.",機械,fa/ロボット/産機,-,4351.T
4356,Applied Technology Co. Ltd.,-,-,-,4356.T
4360,"Manac Chemical Partners Co., Ltd.",化学,素材/化学,-,4360.T
4361,"Kawaguchi Chemical Industry Co., Ltd.",化学,素材/化学,-,4361.T
4362,"Nippon Fine Chemical Co., Ltd.",化学,素材/化学,-,4362.T
4364,Manac Incorporated,航空,運輸/エアライン,-,4364.T
4365,"Matsumoto Yushi-Seiyaku Co., Ltd.",-,-,-,4365.T
4366,Daito Chemix Corp.,itサービス,ソフト/クラウド,it,4366.T
4367,"Koei Chemical Co., Ltd.",化学,素材/化学,-,4367.T
4368,"Fuso Chemical Co., Ltd.",化学,素材/化学,-,4368.T
4369,Tri Chemical Laboratories Inc.,化学,素材/化学,-,4369.T
4370,Mobilus Corp.,-,-,-,4370.T
4371,Core Concept Technologies Inc.,-,-,-,4371.T
4372,Ymirlink Inc.,-,-,-,4372.T
4373,Simplex Holdings Inc.,-,-,-,4373.T
4374,Robot Payment Inc.,機械/産業,FA/自動化,-|FA|ロボット,4374.T
4375,Safie Inc.,-,-,-,4375.T
4376,Kufu Co. Holdings Inc.,-,-,-,4376.T
4377,One Career Inc.,-,-,-,4377.T
4378,Cinc Corp.,-,-,-,4378.T
4379,Photosynth Inc.,-,-,-,4379.T
4380,M-Mart Inc.,小売,小売/量販,-|小売,4380.T
4381,Bplats Inc.,-,-,-,4381.T
4382,Heroz Inc.,-,-,-,4382.T
4384,Raksul Inc.,-,-,-,4384.T
4385,"Mercari, Inc.",ネットサービス,プラットフォーム/広告,it,4385.T
4386,Sig Group Co. Ltd.,-,-,-,4386.T
4387,"Zuu Co., Ltd.",-,-,-,4387.T
4388,Ai Incorporated,-,-,-,4388.T
4389,Property Data Bank Inc.,金融,銀行/メガバンク,金融,4389.T
4390,"Ips, Inc.",-,-,-,4390.T
4391,"Logizard Co., Ltd.",-,-,-,4391.T
4392,Future Innovation Group Inc.,-,-,-,4392.T
4393,Bank of Innovation Inc.,金融,銀行/メガバンク,金融,4393.T
4394,"Exmotion Co., Ltd.",-,-,-,4394.T
4395,Accrete Inc.,-,-,-,4395.T
4396,System Support Holdings Inc.,itサービス,ソフト/クラウド,it,4396.T
4397,TeamSpirit Inc.,itサービス,ソフト/クラウド,it,4397.T
4398,Broadband Security Inc.,itサービス,ソフト/クラウド,it,4398.T
4401,Adeka Corporation,ネットサービス,プラットフォーム/広告,it,4401.T
4403,Nof Corporation,-,-,-,4403.T
4404,"Miyoshi Oil & Fat Co., Ltd.",エネルギー,原油/ガス/電力,エネルギー,4404.T
4406,"New Japan Chemical Co., Ltd.",化学,素材/化学,-,4406.T
4409,"Toho Chemical Industry Co., Ltd.",商社,総合商社,-,4409.T
4410,Harima Chemicals Group Inc.,化学,素材/化学,-,4410.T
4412,Science Arts Inc.,-,-,-,4412.T
4413,Baudroie Inc.,-,-,-,4413.T
4414,"Flect Co., Ltd.",-,-,-,4414.T
4415,Broad Enterprise Co. Ltd.,ネットサービス,プラットフォーム/広告,it,4415.T
4416,True Data Inc.,-,-,-,4416.T
4417,Global Security Experts Inc.,itサービス,ソフト/クラウド,it,4417.T
4418,Japan Data Science Consortium Inc.,-,-,-,4418.T
4419,Finatext Holdings Ltd.,-,-,-,4419.T
4420,"Esol Co., Ltd.",-,-,-,4420.T
4421,"D I System Co., Ltd.",itサービス,ソフト/クラウド,it,4421.T
4422,Valuenex Japan Inc.,-,-,-,4422.T
4424,Amazia Inc.,-,-,-,4424.T
4425,Kudan Inc.,-,-,-,4425.T
4426,Passlogy Co. Ltd.,-,-,-,4426.T
4427,Edulab Inc.,-,-,-,4427.T
4428,Sinops Inc.,-,-,-,4428.T
4429,"Ricksoft Co., Ltd.",-,-,-,4429.T
4430,"Tokai Soft Co., Ltd.",-,-,-,4430.T
4431,Smaregi Inc.,-,-,-,4431.T
4432,Wingarc1st Inc.,-,-,-,4432.T
4433,Hito Communications Holdings Inc.,itサービス,ソフト/クラウド,it,4433.T
4434,"Serverworks Co., Ltd.",-,-,-,4434.T
4436,Minkabu The Infonoid Inc.,-,-,-,4436.T
4437,Gooddays Holdings Inc.,-,-,-,4437.T
4438,Welby Inc.,-,-,-,4438.T
4439,"Toumei Co., Ltd.",-,-,-,4439.T
4440,Witz Corp.,itサービス,ソフト/クラウド,it,4440.T
4441,Tobila Systems Inc.,itサービス,ソフト/クラウド,it,4441.T
4442,"Valtes Holdings Co., Ltd.",-,-,-,4442.T
4443,Sansan Inc.,-,-,-,4443.T
4444,Infonet Inc.,-,-,-,4444.T
4445,Living Technologies Inc.,-,-,-,4445.T
4446,Link-U Group Inc.,-,-,-,4446.T
4447,PbSystems Inc.,itサービス,ソフト/クラウド,it,4447.T
4448,"Kubell Co., Ltd.",化学,素材/化学,-|化学|素材,4448.T
4449,Giftee Inc.,-,-,-,4449.T
4450,Power Solutions Ltd.,電力,ユーティリティ,エネルギー,4450.T
4452,Kao Corporation,-,-,-,4452.T
4461,"DKS Co., Ltd.",-,-,-,4461.T
4462,"Ishihara Chemical Co., Ltd.",化学,素材/化学,-,4462.T
4463,"Nicca Chemical Co., Ltd.",化学,素材/化学,-,4463.T
4464,Soft99 Corporation,-,-,-,4464.T
4465,"Niitaka Co., Ltd.",itサービス,ソフト/クラウド,it,4465.T
